
181240,112560
148804,124659
146179,136190
194291,136466
277961,146707
216950,147625
279463,147811
189047,148154
316382,158817
139168,158979
185022,159306
363874,159996
185734,159279
506972,159666
313190,159957
181240,112560
148804,124659
146179,136190
194291,136466
277961,146707
216950,147625
279463,147811
189047,148154
316382,158817
139168,158979
185022,159306
363874,159996
185734,159279
506972,159666
313190,159957
