1.007329	1.007329
1.017585	0.972004
0.992516	0.956051
0.986818	0.952633
0.975423	0.945796
0.978842	0.938959
0.975423	0.934401
0.969725	0.930982
0.989097	0.927563
0.991376	0.928703
1.013027	0.919587
1.018724	0.923005
1.016445	0.920726
1.036957	0.921866
1.048352	0.917308
1.052910	0.917308
1.067724	0.917308
1.060886	0.918447
1.059747	0.920726
1.057468	0.916168
1.059747	0.909331
1.068863	0.912750
1.067724	0.913889
1.072282	0.912750
1.077979	0.911610
1.058607	0.912750
1.084816	0.916168
1.067724	0.908192
1.068863	0.908192
1.058607	0.909331
1.056328	0.910471
1.055189	0.915029
1.059747	0.912750
1.054049	0.917308
1.062026	0.918447
1.067724	0.915029
1.056328	0.912750
1.065445	0.909331
1.065445	0.910471
1.054049	0.909331
1.054049	0.908192
1.068863	0.909331
1.064305	0.907052
1.066584	0.912750
1.060886	0.908192
1.070003	0.905913
1.079119	0.899076
1.090514	0.907052
1.072282	0.905913
1.058607	0.909331
1.065445	0.902494
1.051770	0.901355
1.046073	0.894518
1.058607	0.905913
1.047212	0.905913
1.056328	0.909331
1.043794	0.913889
1.062026	0.917308
1.070003	0.913889
1.070003	0.913889
1.059747	0.910471
1.072282	0.913889
1.052910	0.911610
1.060886	0.909331
1.068863	0.913889
1.064305	0.909331
1.063165	0.911610
1.058607	0.909331
1.050631	0.910471
1.056328	0.910471
1.066584	0.901355
1.057468	0.909331
1.063165	0.904773
1.057468	0.909331
1.062026	0.910471
1.067724	0.912750
1.055189	0.909331
1.066584	0.911610
1.065445	0.910471
1.073421	0.919587
1.072282	0.912750
1.059747	0.909331
1.055189	0.907052
1.062026	0.908192
1.065445	0.907052
1.064305	0.913889
1.060886	0.909331
1.059747	0.911610
1.072282	0.916168
1.062026	0.917308
1.076840	0.915029
1.070003	0.916168
1.051770	0.909331
1.050631	0.915029
1.063165	0.913889
1.060886	0.912750
1.064305	0.916168
1.062026	0.918447
1.080258	0.911610
1.074561	0.910471
